149;{'list3': ['chauffer', 'civillian'], 'list1': ['painting', 'jigsaw'], 'list2': ['civlian', 'jewler', 'gold']}
151;{'list3': ['oose', 'civilan', 'jewler'], 'list1': ['senetor', 'jewlwey', ''], 'list2': ['citizen ', 'senetor']}
154;{'list3': ['chicekn', 'farm'], 'list1': [], 'list2': []}
157;{'list3': [], 'list1': [], 'list2': ['chaffuer']}
160;{'list3': ['Sppon'], 'list1': [], 'list2': []}
163;{'list3': ['tortise'], 'list1': ['tortise'], 'list2': ['sppon', 'tortise']}
166;{'list3': ['iner', 'bunnny'], 'list1': ['veel'], 'list2': ['yearboko', 'adamant']}
169;{'list3': ['padde', 'inscet', 'ukulili'], 'list1': ['wood'], 'list2': ['contractor', 'bloodbound', 'ukilali']}
172;{'list3': [], 'list1': [], 'list2': []}
175;{'list3': ['astrnoaut', 'teacher', 'tourtise'], 'list1': [], 'list2': ['tuortise']}
181;{'list3': ['bycicle'], 'list1': ['bycicle', 'ambasador'], 'list2': ['bycicle']}
184;{'list3': ['women', 'athelete', 'chauffer'], 'list1': ['chauffer'], 'list2': ['women', 'townhome', 'bauynet']}
187;{'list3': ['winmill'], 'list1': [], 'list2': []}
190;{'list3': ['furnture', 'parents', 'neice', 'towen', 'ukalele', 'tourtuse', 'murkat'], 'list1': ['ukulale', 'neice', 'parents', 'penciel', 'draw', 'tourtise'], 'list2': ['ukalae', 'pincel', 'tourtuse', 'parents', 'neice']}
193;{'list3': ['sppon', 'chaufere'], 'list1': [], 'list2': ['chauffere', 'bronzere']}
196;{'list3': ['adminal', 'civilian\\', 'amdassador', 'makerel'], 'list1': ['adminral', 'bicylce', 'civilan', 'amdassador', 'baoynet', 'makerel'], 'list2': ['adminal', 'makerel']}
199;{'list3': [], 'list1': ['book', 'kohala'], 'list2': ['bicyle']}
202;{'list3': [], 'list1': ['ambassator'], 'list2': []}
205;{'list3': ['civillian'], 'list1': ['civillian'], 'list2': ['civillian']}
208;{'list3': [], 'list1': ['shaham'], 'list2': []}
211;{'list3': ['puddy'], 'list1': ['dear', 'minor', 'turtoise'], 'list2': ['turtoise', 'minor']}
214;{'list3': ['ukele', 'painter'], 'list1': ['oyoster', 'gymmanist'], 'list2': ['carpentr', 'ukele']}
217;{'list3': [], 'list1': ['Jewler', 'Rabbit'], 'list2': []}
220;{'list3': [], 'list1': [], 'list2': ['denzene']}
223;{'list3': ['brewry', 'carpentar', 'gymnest'], 'list1': ['brewry', 'tortuise', 'gymnest'], 'list2': ['tortise', 'carpentor', 'gymnest']}
226;{'list3': ['ukelele'], 'list1': ['climbing'], 'list2': []}
229;{'list3': ['ukelele'], 'list1': [], 'list2': ['ukelele']}
232;{'list3': [], 'list1': ['poon '], 'list2': ['Mackeral']}
235;{'list3': ['sppon '], 'list1': ['chauffer'], 'list2': []}
238;{'list3': ['dairy', 'chauffuer'], 'list1': [], 'list2': ['chauffer']}
241;{'list3': ['ukelele', 'women'], 'list1': ['women', 'allyway', 'ukelele'], 'list2': ['women', 'ukelele']}
244;{'list3': ['athelet'], 'list1': ['budist'], 'list2': ['admial', 'athelete']}
247;{'list3': ['tortise', 'mackarel', 'astrounot', 'poon', 'ork ', 'armhouse', 'nsect', 'enzene '], 'list1': [], 'list2': ['ortoise', '']}
250;{'list3': ['door', 'townhoose', 'townhouse*', 'senattor'], 'list1': [], 'list2': []}
253;{'list3': ['bank', 'beneze', 'civllian'], 'list1': [], 'list2': ['beneze', 'tortiouse', 'dog']}
256;{'list3': ['furntiure', 'benezene', 'sentor', 'gymnist'], 'list1': [], 'list2': ['benezene', 'sentior', 'kola']}
259;{'list3': ['astonaut'], 'list1': [], 'list2': []}
262;{'list3': [], 'list1': ['serpent'], 'list2': ['sppon', 'dear']}
265;{'list3': ['astonut', 'fruniture', 'boyant ', 'chauffer'], 'list1': ['denzene', 'cat'], 'list2': ['astrounat', 'chauffer']}
268;{'list3': ['twoer'], 'list1': [], 'list2': []}
271;{'list3': [], 'list1': ['chauffer'], 'list2': ['civillian ', 'chauffer']}
